"accession" "Gene.Name" "Protein.Name" "Organism.Source" "Taxonomy" "Gene.Name.description" "Pe" "SV"
"P11717" "P11717" "P11717" "Cation-independent mannose-6-phosphate receptor" "Homo sapiens" "9606" "IGF2R" "1" "3"
"LRG1" "P02750" "LRG1" "Leucine-rich alpha-2-glycoprotein" "Homo sapiens" "9606" "LRG1" "1" "2"
"Q8N1A0" "Q8N1A0" "Q8N1A0" "Keratin-like protein KRT222" "Homo sapiens" "9606" "KRT222" "1" "1"
"MAN2B1" "Q29451" "MAN2B1" "Lysosomal alpha-mannosidase" "Bos taurus" "9913" "MAN2B1" "1" "4"
"PLTP" "P55058" "PLTP" "Phospholipid transfer protein" "Homo sapiens" "9606" "PLTP" "1" "1"
"P12814" "P12814" "P12814" "Alpha-actinin-1" "Homo sapiens" "9606" "ACTN1" "1" "2"
"IGFALS" "P35858" "IGFALS" "Insulin-like growth factor-binding protein complex acid labile subunit" "Homo sapiens" "9606" "IGFALS" "1" "1"
"APOC1" "P02654" "APOC1" "Apolipoprotein C-I" "Homo sapiens" "9606" "APOC1" "1" "1"
"Q15848" "Q15848" "Q15848" "Adiponectin" "Homo sapiens" "9606" "ADIPOQ" "1" "1"
"CFHR1" "Q03591" "CFHR1" "Complement factor H-related protein 1" "Homo sapiens" "9606" "CFHR1" "1" "2"
"IGHV3-74" "A0A0B4J1X5" "IGHV3-74" "Immunoglobulin heavy variable 3-74" "Homo sapiens" "9606" "IGHV3-74" "3" "1"
"ASPN" "Q3ZBN5" "ASPN" "Asporin" "Bos taurus" "9913" "ASPN" "2" "1"
"PSMe2" "Q5e9G3" "PSMe2" "Proteasome activator complex subunit 2" "Bos taurus" "9913" "PSMe2" "1" "3"
"P08185" "P08185" "P08185" "Corticosteroid-binding globulin" "Homo sapiens" "9606" "SeRPINA6" "1" "1"
"H2BC3" "P33778" "H2BC3" "Histone H2B type 1-B" "Homo sapiens" "9606" "H2BC3" "1" "2"
"H2BC17" "P23527" "H2BC17" "Histone H2B type 1-O" "Homo sapiens" "9606" "H2BC17" "1" "3"
"H2BC21" "Q16778" "H2BC21" "Histone H2B type 2-e" "Homo sapiens" "9606" "H2BC21" "1" "3"
"CSN3" "P02668" "CSN3" "Kappa-casein" "Bos taurus" "9913" "CSN3" "1" "1"
"NDUFAF4" "A4FUH5" "NDUFAF4" "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4" "Bos taurus" "9913" "NDUFAF4" "2" "1"
"C6" "P13671" "C6" "Complement component C6" "Homo sapiens" "9606" "C6" "1" "3"
"P11216" "P11216" "P11216" "Glycogen phosphorylase. brain form" "Homo sapiens" "9606" "PYGB" "1" "5"
"P09871" "P09871" "P09871" "Complement C1s subcomponent" "Homo sapiens" "9606" "C1S" "1" "1"
"IGHV3-15" "A0A0B4J1V0" "IGHV3-15" "Immunoglobulin heavy variable 3-15" "Homo sapiens" "9606" "IGHV3-15" "3" "1"
"VWF" "P04275" "VWF" "von Willebrand factor" "Homo sapiens" "9606" "VWF" "1" "4"
"IGKV1D-16" "P01601" "IGKV1D-16" "Immunoglobulin kappa variable 1D-16" "Homo sapiens" "9606" "IGKV1D-16" "3" "2"
"eIF3L" "Q3ZCK1" "eIF3L" "eukaryotic translation initiation factor 3 subunit L" "Bos taurus" "9913" "eIF3L" "2" "1"
"IGLV2-8" "P01709" "IGLV2-8" "Immunoglobulin lambda variable 2-8" "Homo sapiens" "9606" "IGLV2-8" "1" "2"
"NNAT" "Q3ZBS9" "NNAT" "Neuronatin" "Bos taurus" "9913" "NNAT" "3" "1"
"KRT33B" "Q14525" "KRT33B" "Keratin. type I cuticular Ha3-II" "Homo sapiens" "9606" "KRT33B" "1" "3"
"H2AC4" "P04908" "H2AC4" "Histone H2A type 1-B/e" "Homo sapiens" "9606" "H2AC4" "1" "2"
"CRIP2" "Q0VFX8" "CRIP2" "Cysteine-rich protein 2" "Bos taurus" "9913" "CRIP2" "2" "1"
"SeLeNOP" "P49907" "SeLeNOP" "Selenoprotein P" "Bos taurus" "9913" "SeLeNOP" "2" "2"
"SeC14L2" "P58875" "SeC14L2" "SeC14-like protein 2" "Bos taurus" "9913" "SeC14L2" "1" "2"
"C1QA" "P02745" "C1QA" "Complement C1q subcomponent subunit A" "Homo sapiens" "9606" "C1QA" "1" "2"
"FUT8" "Q9N0W2" "FUT8" "Alpha-(1.6)-fucosyltransferase" "Bos taurus" "9913" "FUT8" "2" "1"
"SMAP2" "Q5eA00" "SMAP2" "Stromal membrane-associated protein 2" "Bos taurus" "9913" "SMAP2" "2" "1"
"TFIP11" "Q29RR5" "TFIP11" "Tuftelin-interacting protein 11" "Bos taurus" "9913" "TFIP11" "2" "2"
"DRC1" "Q32KY1" "DRC1" "Dynein regulatory complex protein 1" "Bos taurus" "9913" "DRC1" "2" "1"
"IKZF3" "A2VDW9" "IKZF3" "Zinc finger protein Aiolos" "Bos taurus" "9913" "IKZF3" "2" "1"
"CIMAP1C" "Q2KIH8" "CIMAP1C" "Protein CIMAP1C" "Bos taurus" "9913" "CIMAP1C" "2" "1"
"FBXO4" "Q3T0J1" "FBXO4" "F-box only protein 4" "Bos taurus" "9913" "FBXO4" "2" "1"
"KRT82" "Q9NSB4" "KRT82" "Keratin. type II cuticular Hb2" "Homo sapiens" "9606" "KRT82" "1" "3"
"P26038" "P26038" "P26038" "Moesin" "Homo sapiens" "9606" "MSN" "1" "3"
"SND1" "Q7KZF4" "SND1" "Staphylococcal nuclease domain-containing protein 1" "Homo sapiens" "9606" "SND1" "1" "1"
"HLA-A" "P04439" "HLA-A" "HLA class I histocompatibility antigen. A alpha chain" "Homo sapiens" "9606" "HLA-A" "1" "2"
"MAPRe1" "Q3ZBD9" "MAPRe1" "Microtubule-associated protein RP/eB family member 1" "Bos taurus" "9913" "MAPRe1" "2" "3"
"eCM1" "Q16610" "eCM1" "extracellular matrix protein 1" "Homo sapiens" "9606" "eCM1" "1" "2"
"ASB6" "Reverse_sp|Q9NWX5|ASB6_HUMAN" "ASB6" "Ankyrin repeat and SOCS box protein 6" "Homo sapiens" "9606" "ASB6" "1" "1"
"CAT" "P00432" "CAT" "Catalase" "Bos taurus" "9913" "CAT" "1" "3"
"ALDH9A1" "Q2KJH9" "ALDH9A1" "4-trimethylaminobutyraldehyde dehydrogenase" "Bos taurus" "9913" "ALDH9A1" "2" "1"
"H1-1" "G3N131" "H1-1" "Histone H1.1" "Bos taurus" "9913" "H1-1" "1" "1"
"Q08188" "Q08188" "Q08188" "Protein-glutamine gamma-glutamyltransferase e" "Homo sapiens" "9606" "TGM3" "1" "4"
"PYY2" "Reverse_sp|P06833|PYY2_BOVIN" "PYY2" "Caltrin" "Bos taurus" "9913" "PYY2" "1" "2"
"GAL3ST4" "Q5e9W5" "GAL3ST4" "Galactose-3-O-sulfotransferase 4" "Bos taurus" "9913" "GAL3ST4" "2" "1"
"ITGA3" "F1MMS9" "ITGA3" "Integrin alpha-3" "Bos taurus" "9913" "ITGA3" "3" "1"
"PPP1CB" "P62140Q3SWW9" "PPP1CB" "Serine/threonine-protein phosphatase PP1-beta catalytic subunit" "Bos taurus" "9913" "PPP1CB" "2" "1"
"HNRNPA0" "Q13151" "HNRNPA0" "Heterogeneous nuclear ribonucleoprotein A0" "Homo sapiens" "9606" "HNRNPA0" "1" "1"
"MAML2" "A5D7F6" "MAML2" "Mastermind-like protein 2" "Bos taurus" "9913" "MAML2" "2" "1"
"P49720" "P49720" "P49720" "Proteasome subunit beta type-3" "Homo sapiens" "9606" "PSMB3" "1" "2"
"HSP90AA4P" "Q58FG1" "HSP90AA4P" "Putative heat shock protein HSP 90-alpha A4" "Homo sapiens" "9606" "HSP90AA4P" "5" "1"
"CAPN2" "Q27971" "CAPN2" "Calpain-2 catalytic subunit" "Bos taurus" "9913" "CAPN2" "2" "2"
"NOSTRIN" "Q2KJB5" "NOSTRIN" "Nostrin" "Bos taurus" "9913" "NOSTRIN" "1" "1"
"P08758" "P08758" "P08758" "Annexin A5" "Homo sapiens" "9606" "ANXA5" "1" "2"
"KDM6A" "O15550" "KDM6A" "Lysine-specific demethylase 6A" "Homo sapiens" "9606" "KDM6A" "1" "2"
"FLNA" "P21333" "FLNA" "Filamin-A" "Homo sapiens" "9606" "FLNA" "1" "4"
"MYH1" "Q9Be40" "MYH1" "Myosin-1" "Bos taurus" "9913" "MYH1" "2" "2"
"ITGB1" "P53712" "ITGB1" "Integrin beta-1" "Bos taurus" "9913" "ITGB1" "1" "3"
"P15311" "P15311" "P15311" "ezrin" "Homo sapiens" "9606" "eZR" "1" "4"
"GGCT" "O75223" "GGCT" "Gamma-glutamylcyclotransferase" "Homo sapiens" "9606" "GGCT" "1" "1"
"MYL3" "P85100" "MYL3" "Myosin light chain 3" "Bos taurus" "9913" "MYL3" "1" "1"
"AP2B1" "Q08DS7" "AP2B1" "AP-1 complex subunit beta-1" "Bos taurus" "9913" "AP2B1" "2" "1"
"TFRC" "P02786" "TFRC" "Transferrin receptor protein 1" "Homo sapiens" "9606" "TFRC" "1" "2"
"PHB2" "Q2HJ97" "PHB2" "Prohibitin-2" "Bos taurus" "9913" "PHB2" "2" "1"
"PCOLCe" "Q15113" "PCOLCe" "Procollagen C-endopeptidase enhancer 1" "Homo sapiens" "9606" "PCOLCe" "1" "2"
"Q92820" "Q92820" "Q92820" "Gamma-glutamyl hydrolase" "Homo sapiens" "9606" "GGH" "1" "2"
"KRT36" "O76013" "KRT36" "Keratin. type I cuticular Ha6" "Homo sapiens" "9606" "KRT36" "1" "1"
"RAB14" "P61106" "RAB14" "Ras-related protein Rab-14" "Homo sapiens" "9606" "RAB14" "1" "4"
"HSD17B12" "Q53GQ0" "HSD17B12" "Very-long-chain 3-oxoacyl-CoA reductase" "Homo sapiens" "9606" "HSD17B12" "1" "2"
"ISOC1" "A6QLY4" "ISOC1" "Isochorismatase domain-containing protein 1" "Bos taurus" "9913" "ISOC1" "2" "1"
"HeRC2P3" "Reverse_sp|Q9BVR0|HRC23_HUMAN" "HeRC2P3" "Putative HeRC2-like protein 3" "Homo sapiens" "9606" "HeRC2P3" "5" "2"
"Q2KJ93" "Q2KJ93" "Q2KJ93" "Cell division control protein 42 homolog" "Bos taurus" "9913" "CDC42" "1" "1"
"P61978" "P61978" "P61978" "Heterogeneous nuclear ribonucleoprotein K" "Homo sapiens" "9606" "HNRNPK" "1" "1"
"LRP1" "Q07954" "LRP1" "Prolow-density lipoprotein receptor-related protein 1" "Homo sapiens" "9606" "LRP1" "1" "2"
"TXNDC9" "O18883" "TXNDC9" "Thioredoxin domain-containing protein 9" "Bos taurus" "9913" "TXNDC9" "2" "2"
"SHMT1" "P34896" "SHMT1" "Serine hydroxymethyltransferase. cytosolic" "Homo sapiens" "9606" "SHMT1" "1" "1"
"P49721" "P49721" "P49721" "Proteasome subunit beta type-2" "Homo sapiens" "9606" "PSMB2" "1" "1"
"UBe2N" "Q0P5K3" "UBe2N" "Ubiquitin-conjugating enzyme e2 N" "Bos taurus" "9913" "UBe2N" "2" "1"
"NPNT" "Q6UXI9" "NPNT" "Nephronectin" "Homo sapiens" "9606" "NPNT" "2" "3"
"ATP6V1e1" "P11019" "ATP6V1e1" "V-type proton ATPase subunit e 1" "Bos taurus" "9913" "ATP6V1e1" "1" "1"
"Q00610" "Q00610" "Q00610" "Clathrin heavy chain 1" "Homo sapiens" "9606" "CLTC" "1" "5"
"Q3SY84" "Q3SY84" "Q3SY84" "Keratin. type II cytoskeletal 71" "Homo sapiens" "9606" "KRT71" "1" "3"
"P63092" "P63092" "P63092" "Guanine nucleotide-binding protein G(s) subunit alpha isoforms short" "Homo sapiens" "9606" "GNAS" "1" "1"
"RPS13" "P62277" "RPS13" "Small ribosomal subunit protein uS15" "Homo sapiens" "9606" "RPS13" "1" "2"
"P13639" "P13639" "P13639" "elongation factor 2" "Homo sapiens" "9606" "eeF2" "1" "4"
"BCHe" "P32749" "BCHe" "Cholinesterase" "Bos taurus" "9913" "BCHe" "2" "2"
"LPA" "P08519" "LPA" "Apolipoprotein(a)" "Homo sapiens" "9606" "LPA" "1" "2"
"CRKL" "Reverse_sp|P46109|CRKL_HUMAN" "CRKL" "Crk-like protein" "Homo sapiens" "9606" "CRKL" "1" "1"
"GAPVD1" "A5D794" "GAPVD1" "GTPase-activating protein and VPS9 domain-containing protein 1" "Bos taurus" "9913" "GAPVD1" "2" "1"
"CALM2" "P0DP24" "CALM2" "Calmodulin-2" "Homo sapiens" "9606" "CALM2" "1" "1"
"CALM3" "P0DP25" "CALM3" "Calmodulin-3" "Homo sapiens" "9606" "CALM3" "1" "1"
"RAB4B" "P61018" "RAB4B" "Ras-related protein Rab-4B" "Homo sapiens" "9606" "RAB4B" "1" "1"
"PLOD1" "Q02809" "PLOD1" "Procollagen-lysine.2-oxoglutarate 5-dioxygenase 1" "Homo sapiens" "9606" "PLOD1" "1" "2"
"DeFA3" "P59666" "DeFA3" "Neutrophil defensin 3" "Homo sapiens" "9606" "DeFA3" "1" "1"
"UGDH" "P12378" "UGDH" "UDP-glucose 6-dehydrogenase" "Bos taurus" "9913" "UGDH" "1" "2"
"MTRR" "Q4JIJ2" "MTRR" "Methionine synthase reductase" "Bos taurus" "9913" "MTRR" "2" "1"
"SLC2A1" "P11166" "SLC2A1" "Solute carrier family 2. facilitated glucose transporter member 1" "Homo sapiens" "9606" "SLC2A1" "1" "2"
"THY1" "P04216" "THY1" "Thy-1 membrane glycoprotein" "Homo sapiens" "9606" "THY1" "1" "2"
"Q14624" "Q14624" "Q14624" "Inter-alpha-trypsin inhibitor heavy chain H4" "Homo sapiens" "9606" "ITIH4" "1" "4"
"RPS8" "Q5e958" "RPS8" "Small ribosomal subunit protein eS8" "Bos taurus" "9913" "RPS8" "1" "3"
"PANX2" "Reverse_sp|Q96RD6|PANX2_HUMAN" "PANX2" "Pannexin-2" "Homo sapiens" "9606" "PANX2" "1" "2"
"BPIFB1" "Q8SPF8" "BPIFB1" "BPI fold-containing family B member 1" "Bos taurus" "9913" "BPIFB1" "2" "1"
"P30041" "P30041" "P30041" "Peroxiredoxin-6" "Homo sapiens" "9606" "PRDX6" "1" "3"
"IGHG2" "P01859" "IGHG2" "Immunoglobulin heavy constant gamma 2" "Homo sapiens" "9606" "IGHG2" "1" "3"
"HGFAC" "Q04756" "HGFAC" "Hepatocyte growth factor activator" "Homo sapiens" "9606" "HGFAC" "1" "1"
"P63241" "P63241" "P63241" "eukaryotic translation initiation factor 5A-1" "Homo sapiens" "9606" "eIF5A" "1" "2"
"NPM1" "Q3T160" "NPM1" "Nucleophosmin" "Bos taurus" "9913" "NPM1" "2" "1"
"IGHV4-38-2" "P0DP08" "IGHV4-38-2" "Immunoglobulin heavy variable 4-38-2" "Homo sapiens" "9606" "IGHV4-38-2" "3" "1"
"Q06033" "Q06033" "Q06033" "Inter-alpha-trypsin inhibitor heavy chain H3" "Homo sapiens" "9606" "ITIH3" "1" "2"
"TATDN1" "Q148G4" "TATDN1" "Deoxyribonuclease TATDN1" "Bos taurus" "9913" "TATDN1" "2" "1"
"RAB11B" "Q15907" "RAB11B" "Ras-related protein Rab-11B" "Homo sapiens" "9606" "RAB11B" "1" "4"
"IGHV4-61" "A0A0C4DH41" "IGHV4-61" "Immunoglobulin heavy variable 4-61" "Homo sapiens" "9606" "IGHV4-61" "1" "1"
"BPIFA1" "Q8SPU5" "BPIFA1" "BPI fold-containing family A member 1" "Bos taurus" "9913" "BPIFA1" "2" "1"
"GIMD1" "G3MZQ6" "GIMD1" "GTPase IMAP family member GIMD1" "Bos taurus" "9913" "GIMD1" "3" "1"
"SFTPB" "P15781" "SFTPB" "Pulmonary surfactant-associated protein B" "Bos taurus" "9913" "SFTPB" "1" "3"
"Q15555" "Q15555" "Q15555" "Microtubule-associated protein RP/eB family member 2" "Homo sapiens" "9606" "MAPRe2" "1" "1"
"P37802" "P37802" "P37802" "Transgelin-2" "Homo sapiens" "9606" "TAGLN2" "1" "3"
"eIF4G2" "Q95L46" "eIF4G2" "eukaryotic translation initiation factor 4 gamma 2" "Bos taurus" "9913" "eIF4G2" "2" "2"
"P05062" "P05062" "P05062" "Fructose-bisphosphate aldolase B" "Homo sapiens" "9606" "ALDOB" "1" "2"
"CILP2" "Q8IUL8" "CILP2" "Cartilage intermediate layer protein 2" "Homo sapiens" "9606" "CILP2" "2" "2"
"S100A14" "Q9HCY8" "S100A14" "Protein S100-A14" "Homo sapiens" "9606" "S100A14" "1" "1"
"APOM" "O95445" "APOM" "Apolipoprotein M" "Homo sapiens" "9606" "APOM" "1" "2"
"GALNT2" "Q10471" "GALNT2" "Polypeptide N-acetylgalactosaminyltransferase 2" "Homo sapiens" "9606" "GALNT2" "1" "1"
"ARF6" "P62330" "ARF6" "ADP-ribosylation factor 6" "Homo sapiens" "9606" "ARF6" "1" "2"
"LYPLA1" "O75608" "LYPLA1" "Acyl-protein thioesterase 1" "Homo sapiens" "9606" "LYPLA1" "1" "1"
"RPL3" "P39023" "RPL3" "Large ribosomal subunit protein uL3" "Homo sapiens" "9606" "RPL3" "1" "2"
"LCN1" "P31025" "LCN1" "Lipocalin-1" "Homo sapiens" "9606" "LCN1" "1" "1"
"CORO1C" "Q9ULV4" "CORO1C" "Coronin-1C" "Homo sapiens" "9606" "CORO1C" "1" "1"
"P01009" "P01009" "P01009" "Alpha-1-antitrypsin" "Homo sapiens" "9606" "SeRPINA1" "1" "3"
"RPS19" "P39019" "RPS19" "Small ribosomal subunit protein eS19" "Homo sapiens" "9606" "RPS19" "1" "2"
"Q71UI9" "Q71UI9" "Q71UI9" "Histone H2A.V" "Homo sapiens" "9606" "H2AZ2" "1" "3"
"KRT15" "P19012" "KRT15" "Keratin. type I cytoskeletal 15" "Homo sapiens" "9606" "KRT15" "1" "3"
"MYH14" "Q7Z406" "MYH14" "Myosin-14" "Homo sapiens" "9606" "MYH14" "1" "2"
"P50991" "P50991" "P50991" "T-complex protein 1 subunit delta" "Homo sapiens" "9606" "CCT4" "1" "4"
"P55083" "P55083" "P55083" "Microfibril-associated glycoprotein 4" "Homo sapiens" "9606" "MFAP4" "1" "2"
"P62258" "P62258" "P62258" "14-3-3 protein epsilon" "Homo sapiens" "9606" "YWHAe" "1" "1"
"P00966" "P00966" "P00966" "Argininosuccinate synthase" "Homo sapiens" "9606" "ASS1" "1" "2"
"P25787" "P25787" "P25787" "Proteasome subunit alpha type-2" "Homo sapiens" "9606" "PSMA2" "1" "2"
"HSP90AB3P" "Q58FF7" "HSP90AB3P" "Putative heat shock protein HSP 90-beta-3" "Homo sapiens" "9606" "HSP90AB3P" "5" "1"
"VDAC2" "P68002" "VDAC2" "Voltage-dependent anion-selective channel protein 2" "Bos taurus" "9913" "VDAC2" "2" "2"
"SPATA7" "Q9P0W8" "SPATA7" "Spermatogenesis-associated protein 7" "Homo sapiens" "9606" "SPATA7" "1" "3"
"P51153" "P51153" "P51153" "Ras-related protein Rab-13" "Homo sapiens" "9606" "RAB13" "1" "1"
"TTN" "Q8WZ42" "TTN" "Titin" "Homo sapiens" "9606" "TTN" "1" "4"
"SPTBN2" "O15020" "SPTBN2" "Spectrin beta chain. non-erythrocytic 2" "Homo sapiens" "9606" "SPTBN2" "1" "3"
"JSRP1" "Q2YDF7" "JSRP1" "Junctional sarcoplasmic reticulum protein 1" "Bos taurus" "9913" "JSRP1" "2" "1"
"P18564" "P18564" "P18564" "Integrin beta-6" "Homo sapiens" "9606" "ITGB6" "1" "2"
"P35609" "P35609" "P35609" "Alpha-actinin-2" "Homo sapiens" "9606" "ACTN2" "1" "1"
"TNC" "P24821" "TNC" "Tenascin" "Homo sapiens" "9606" "TNC" "1" "3"
"P15153" "P15153" "P15153" "Ras-related C3 botulinum toxin substrate 2" "Homo sapiens" "9606" "RAC2" "1" "1"
"IGHG3" "P01860" "IGHG3" "Immunoglobulin heavy constant gamma 3" "Homo sapiens" "9606" "IGHG3" "1" "3"
"H2AC12" "Q96KK5" "H2AC12" "Histone H2A type 1-H" "Homo sapiens" "9606" "H2AC12" "1" "3"
"LAMC1" "P11047" "LAMC1" "Laminin subunit gamma-1" "Homo sapiens" "9606" "LAMC1" "1" "3"
"P00738" "P00738" "P00738" "Haptoglobin" "Homo sapiens" "9606" "HP" "1" "1"
"S100A12" "P79105" "S100A12" "Protein S100-A12" "Bos taurus" "9913" "S100A12" "1" "3"
"SeRPINB4" "P48594" "SeRPINB4" "Serpin B4" "Homo sapiens" "9606" "SeRPINB4" "1" "2"
"P18065" "P18065" "P18065" "Insulin-like growth factor-binding protein 2" "Homo sapiens" "9606" "IGFBP2" "1" "2"
"P03952" "P03952" "P03952" "Plasma kallikrein" "Homo sapiens" "9606" "KLKB1" "1" "1"
"COMT" "A7MBI7" "COMT" "Catechol O-methyltransferase" "Bos taurus" "9913" "COMT" "2" "1"
"P54652" "P54652" "P54652" "Heat shock-related 70 kDa protein 2" "Homo sapiens" "9606" "HSPA2" "1" "1"
"P46781" "P46781" "P46781" "Small ribosomal subunit protein uS4" "Homo sapiens" "9606" "RPS9" "1" "3"
"HGF" "P14210" "HGF" "Hepatocyte growth factor" "Homo sapiens" "9606" "HGF" "1" "2"
"RPL31" "P62899" "RPL31" "Large ribosomal subunit protein eL31" "Homo sapiens" "9606" "RPL31" "1" "1"
"QSOX1" "O00391" "QSOX1" "Sulfhydryl oxidase 1" "Homo sapiens" "9606" "QSOX1" "1" "3"
"SNRPD3" "P62318" "SNRPD3" "Small nuclear ribonucleoprotein Sm D3" "Homo sapiens" "9606" "SNRPD3" "1" "1"
"RPL23" "P62829" "RPL23" "Large ribosomal subunit protein uL14" "Homo sapiens" "9606" "RPL23" "1" "1"
"P02751" "P02751" "P02751" "Fibronectin" "Homo sapiens" "9606" "FN1" "1" "5"
"RAB27B" "Q8HZJ5" "RAB27B" "Ras-related protein Rab-27B" "Bos taurus" "9913" "RAB27B" "2" "3"
"HNRNPR" "O43390" "HNRNPR" "Heterogeneous nuclear ribonucleoprotein R" "Homo sapiens" "9606" "HNRNPR" "1" "1"
"PGLYRP2" "Q96PD5" "PGLYRP2" "N-acetylmuramoyl-L-alanine amidase" "Homo sapiens" "9606" "PGLYRP2" "1" "1"
"Q15582" "Q15582" "Q15582" "Transforming growth factor-beta-induced protein ig-h3" "Homo sapiens" "9606" "TGFBI" "1" "1"
"P68366" "P68366" "P68366" "Tubulin alpha-4A chain" "Homo sapiens" "9606" "TUBA4A" "1" "1"
"P34931" "P34931" "P34931" "Heat shock 70 kDa protein 1-like" "Homo sapiens" "9606" "HSPA1L" "1" "2"
"SP100" "P23497" "SP100" "Nuclear autoantigen Sp-100" "Homo sapiens" "9606" "SP100" "1" "3"
"HBA1" "P69905" "HBA1" "Hemoglobin subunit alpha" "Homo sapiens" "9606" "HBA1" "1" "2"
"PSMD13" "Q9UNM6" "PSMD13" "26S proteasome non-ATPase regulatory subunit 13" "Homo sapiens" "9606" "PSMD13" "1" "2"
"KRT6A" "P02538" "KRT6A" "Keratin. type II cytoskeletal 6A" "Homo sapiens" "9606" "KRT6A" "1" "3"
"CD81" "P60033" "CD81" "CD81 antigen" "Homo sapiens" "9606" "CD81" "1" "1"
"P09429" "P09429" "P09429" "High mobility group protein B1" "Homo sapiens" "9606" "HMGB1" "1" "3"
"P68104" "P68104" "P68104" "elongation factor 1-alpha 1" "Homo sapiens" "9606" "eeF1A1" "1" "1"
"MASP1" "P48740" "MASP1" "Mannan-binding lectin serine protease 1" "Homo sapiens" "9606" "MASP1" "1" "3"
"ABCA10" "Q8WWZ4" "ABCA10" "ATP-binding cassette sub-family A member 10" "Homo sapiens" "9606" "ABCA10" "2" "3"
"C4BPA" "Q28065" "C4BPA" "C4b-binding protein alpha chain" "Bos taurus" "9913" "C4BPA" "2" "1"
"SHBG" "P04278" "SHBG" "Sex hormone-binding globulin" "Homo sapiens" "9606" "SHBG" "1" "2"
"RAB10" "P61026" "RAB10" "Ras-related protein Rab-10" "Homo sapiens" "9606" "RAB10" "1" "1"
"ITGA6" "P23229" "ITGA6" "Integrin alpha-6" "Homo sapiens" "9606" "ITGA6" "1" "5"
"GPM6A" "P51674" "GPM6A" "Neuronal membrane glycoprotein M6-a" "Homo sapiens" "9606" "GPM6A" "1" "2"
"COL6A1" "P12109" "COL6A1" "Collagen alpha-1(VI) chain" "Homo sapiens" "9606" "COL6A1" "1" "3"
"P14923" "P14923" "P14923" "Junction plakoglobin" "Homo sapiens" "9606" "JUP" "1" "3"
"PFKP" "Q01813" "PFKP" "ATP-dependent 6-phosphofructokinase. platelet type" "Homo sapiens" "9606" "PFKP" "1" "2"
"P08727" "P08727" "P08727" "Keratin. type I cytoskeletal 19" "Homo sapiens" "9606" "KRT19" "1" "4"
"S100A2" "P29034" "S100A2" "Protein S100-A2" "Homo sapiens" "9606" "S100A2" "1" "3"
"AMY2B" "P19961" "AMY2B" "Alpha-amylase 2B" "Homo sapiens" "9606" "AMY2B" "1" "1"
"RPLP0" "Q95140" "RPLP0" "Large ribosomal subunit protein uL10" "Bos taurus" "9913" "RPLP0" "2" "3"
"TUBA1B" "P68363" "TUBA1B" "Tubulin alpha-1B chain" "Homo sapiens" "9606" "TUBA1B" "1" "1"
"MYH9" "P35579" "MYH9" "Myosin-9" "Homo sapiens" "9606" "MYH9" "1" "4"
"POSTN" "Q15063" "POSTN" "Periostin" "Homo sapiens" "9606" "POSTN" "1" "2"
"S100A9" "P06702" "S100A9" "Protein S100-A9" "Homo sapiens" "9606" "S100A9" "1" "1"
"AMY1B" "P0DTe7" "AMY1B" "Alpha-amylase 1B" "Homo sapiens" "9606" "AMY1B" "1" "1"
"P14625" "P14625" "P14625" "endoplasmin" "Homo sapiens" "9606" "HSP90B1" "1" "1"
"AMY1C" "P0DTe8" "AMY1C" "Alpha-amylase 1C" "Homo sapiens" "9606" "AMY1C" "1" "1"
"P07900" "P07900" "P07900" "Heat shock protein HSP 90-alpha" "Homo sapiens" "9606" "HSP90AA1" "1" "5"
"ATP2A2" "P16615" "ATP2A2" "Sarcoplasmic/endoplasmic reticulum calcium ATPase 2" "Homo sapiens" "9606" "ATP2A2" "1" "1"
"C8B" "P07358" "C8B" "Complement component C8 beta chain" "Homo sapiens" "9606" "C8B" "1" "4"
"A7YWP4" "A7YWP4" "A7YWP4" "Histidine ammonia-lyase" "Bos taurus" "9913" "HAL" "2" "1"
"IGHMBP2" "P38935" "IGHMBP2" "DNA-binding protein SMUBP-2" "Homo sapiens" "9606" "IGHMBP2" "1" "3"
"DPP3" "Q9NY33" "DPP3" "Dipeptidyl peptidase 3" "Homo sapiens" "9606" "DPP3" "1" "2"
"TLN2" "Q9Y4G6" "TLN2" "Talin-2" "Homo sapiens" "9606" "TLN2" "1" "4"
"P80311" "P80311" "P80311" "Peptidyl-prolyl cis-trans isomerase B" "Bos taurus" "9913" "PPIB" "1" "4"
"TUBA3e" "Q6PeY2" "TUBA3e" "Tubulin alpha-3e chain" "Homo sapiens" "9606" "TUBA3e" "1" "2"
"P26927" "P26927" "P26927" "Hepatocyte growth factor-like protein" "Homo sapiens" "9606" "MST1" "1" "2"
"MYO5B" "Q9ULV0" "MYO5B" "Unconventional myosin-Vb" "Homo sapiens" "9606" "MYO5B" "1" "3"
"IGKV3-15" "P01624" "IGKV3-15" "Immunoglobulin kappa variable 3-15" "Homo sapiens" "9606" "IGKV3-15" "1" "2"
"P61224" "P61224" "P61224" "Ras-related protein Rap-1b" "Homo sapiens" "9606" "RAP1B" "1" "1"
"GADD45B" "Q5e9A5" "GADD45B" "Growth arrest and DNA damage-inducible protein GADD45 beta" "Bos taurus" "9913" "GADD45B" "2" "1"
"RPS6" "Q5e995" "RPS6" "Small ribosomal subunit protein eS6" "Bos taurus" "9913" "RPS6" "2" "1"
